,times,energy,brightness,bandwidth,noise,onset,spectrum_changes
0,0.0,0.11806337,1626.0967100886257,2018.8634730853732,0.03759765625,0.0,0.0
1,0.09287981859410431,0.16490112,1977.8511101934032,2640.2139772069495,0.0390625,3.5380166,5.055211
2,0.18575963718820862,0.17866617,1629.2289603603542,2052.9311527164145,0.03564453125,7.229561,6.5961914
3,0.2786394557823129,0.06021405,4039.160168480732,3326.7495201997544,0.1572265625,0.9557877,2.9088054
4,0.37151927437641724,0.019751566,3576.1648705974485,3348.6482139975537,0.08984375,0.16363864,0.67798984
5,0.46439909297052157,0.030556293,5402.121288440489,2959.37738659325,0.30126953125,8.75883,12.247148
6,0.5572789115646258,0.0345932,5460.463733442583,2648.37378142436,0.474609375,1.6026254,2.3365386
7,0.6501587301587302,0.04571569,5425.530562402885,2603.8629963286317,0.48681640625,3.6165197,4.8776803
8,0.7430385487528345,0.22256328,2690.3950878836363,2636.1205871477164,0.25537109375,17.19269,12.353315
9,0.8359183673469388,0.029585714,4275.9407427030355,2950.793551372777,0.27783203125,0.0,0.35931313
10,0.9287981859410431,0.009248271,2890.952195854775,2588.3742267280377,0.15380859375,0.13735364,0.39180323
11,1.0216780045351475,0.031616632,5334.5886105769805,2812.0478316718795,0.47314453125,11.089267,16.719328
12,1.1145578231292517,0.031578753,4689.6841460621845,3117.966977340961,0.40771484375,2.1089668,2.2202806
13,1.207437641723356,0.04537799,4353.556449767615,3059.1658844651206,0.28369140625,2.077362,2.7514842
14,1.3003174603174603,0.15799463,3404.366872925797,2855.3338057808214,0.193359375,13.564848,13.559178
15,1.3931972789115645,0.051584367,3227.3700082310133,3124.416677284927,0.13720703125,0.10902187,0.33699903
16,1.486077097505669,0.01704112,5094.625361824628,3266.7787681862364,0.24169921875,0.23174544,1.8227999
17,1.5789569160997732,0.029109204,5479.308687985731,2919.9216830590417,0.4990234375,4.284327,5.1285076
18,1.6718367346938776,0.039770946,5400.121287129238,2731.3071151420486,0.4775390625,3.1702101,4.7458963
19,1.7647165532879818,0.08710625,4042.923277176713,2724.888146707208,0.400390625,9.949245,9.085437
20,1.8575963718820863,0.101786286,4529.611521278507,2530.327962007394,0.41748046875,1.7619754,3.3169806
21,1.9504761904761905,0.0735906,4636.535973140744,2579.6406974947076,0.40673828125,0.3491721,1.7030073
22,2.043356009070295,0.25050974,2248.2364815807555,2459.5191436932328,0.17724609375,10.902502,7.395866
23,2.136235827664399,0.17841977,1666.527217499236,2306.5780309580136,0.0546875,0.45283562,0.4162736
24,2.2291156462585033,0.15147482,1194.6876778021253,2012.1084138735325,0.02978515625,0.77653867,1.0255488
25,2.3219954648526078,0.2418566,2101.0143872305725,2806.7382097601667,0.07080078125,15.92275,17.901075
26,2.414875283446712,0.19339928,1622.9491358223434,2482.881036617468,0.02392578125,0.44634652,0.82497466
27,2.507755102040816,0.1846869,896.9993402805108,1565.8968094739819,0.01953125,0.47940925,0.7921009
28,2.6006349206349206,0.07157444,2476.857073990392,3029.262992816497,0.07666015625,4.2561574,8.743551
29,2.693514739229025,0.0661005,2029.0584925703567,2724.992895083471,0.0673828125,0.7989951,1.6867765
30,2.786394557823129,0.068633385,1267.0435495479041,1846.6553626493278,0.05517578125,0.7449273,1.187268
31,2.8792743764172335,0.15441155,3358.0441962012583,2908.586629154579,0.17236328125,17.2757,23.115686
32,2.972154195011338,0.06470754,2778.676578192885,2993.4479958836796,0.1142578125,0.10800946,0.4134694
33,3.0650340136054424,0.060301468,1647.6445304007714,2331.578274207372,0.05859375,0.48082456,0.57270795
34,3.1579138321995464,0.05590639,2111.301050456132,2835.850531095228,0.078125,1.7017559,3.9814548
